ActualFlightTime	ActualTotalFuel	ActualTOW	FlownPassengers	BagsCount	FlightBagsWeight
141.0	6160.0	68460.0	186.0	109.0	1420.0
120.0	5410.0	66664.0	173.0	63.0	820.0
40.0	1820.0	58464.8	127.8	6.8	88.6
113.0	2870.0	58490.2	122.8	19.8	257.2
185.0	7687.0	68696.0	149.0	43.0	550.0
209.0	9220.0	71399.0	189.0	83.0	1080.0
37.0	1600.0	61802.0	163.0	12.0	160.0
45.0	2370.0	64306.0	163.0	20.2	262.0
136.0	5668.0	63381.0	135.0	35.0	450.0
92.0	3920.0	63544.0	158.0	91.0	1190.0
72.0	3102.0	59807.0	130.0	21.0	280.0
143.0	6150.0	67607.0	180.0	72.0	940.0
50.0	2476.0	61639.0	157.0	18.6	230.0
39.0	1890.0	63834.0	179.0	14.0	180.0
144.0	6340.0	68605.0	180.0	103.0	1340.0
153.0	7200.0	71399.0	184.0	115.0	1500.0
58.0	2590.0	61893.0	169.0	10.0	130.0
54.0	2500.0	62474.0	169.0	14.0	180.0
121.0	4950.0	63344.0	153.0	41.0	530.0
112.0	4911.0	64251.0	161.0	48.4	630.0
139.0	5380.0	65013.0	167.0	87.0	911.8
31.0	1600.0	57630.0	132.0	7.0	91.0
31.0	1700.0	62673.0	166.0	19.0	240.0
101.0	4785.0	65684.0	160.0	29.0	380.0
89.0	3814.0	63979.0	163.0	61.0	450.0
91.0	3900.0	65957.0	179.0	45.4	585.8
114.0	5360.0	68424.0	165.0	83.0	870.0
166.0	7090.0	68605.0	174.0	93.0	1210.0
179.0	8131.0	69639.0	179.0	88.0	1140.0
40.0	2080.0	62836.0	177.0	47.0	611.0
39.0	1720.0	58537.0	137.0	6.0	80.0
64.0	3008.0	64523.0	174.0	14.0	180.0
38.0	1760.0	62002.0	169.0	80.0	1040.0
115.0	5010.0	66918.0	186.0	66.0	860.0
61.0	2810.0	62601.0	173.0	19.0	250.0
63.0	2644.0	61766.0	160.0	27.0	350.0
125.0	5560.0	67535.0	161.0	52.0	680.0
97.0	4200.0	66501.0	188.0	63.0	820.0
97.0	4073.0	64687.0	174.0	38.0	430.0
134.0	5900.0	66628.0	178.0	27.0	360.0
77.0	3280.0	65158.0	181.0	53.0	689.0
146.0	5890.0	65430.0	166.0	42.0	540.0
109.0	4690.0	65213.0	181.0	63.0	820.0
65.0	2780.0	59716.0	127.0	31.0	400.0
125.0	5610.0	67607.0	184.0	114.0	1480.0
30.0	1350.0	63163.0	184.0	58.0	750.0
174.0	7886.0	69222.0	171.0	77.0	1010.0
79.0	3637.0	64233.0	175.0	32.4	420.0
101.0	4170.0	64850.0	187.0	68.0	880.0
74.0	3390.0	65757.0	167.0	26.0	340.0
34.0	1640.0	61168.0	163.0	33.0	429.0
76.0	3410.0	62746.0	167.0	25.0	325.0
72.0	3660.0	65975.0	159.0	40.0	520.0
105.0	4580.0	65322.0	173.0	31.0	410.0
101.0	4120.0	63997.0	173.0	52.6	687.0
162.0	7090.0	68623.0	179.0	64.0	830.0
122.0	5520.0	66464.0	176.0	45.4	592.0
136.0	5990.0	68206.0	181.0	61.0	790.0
140.0	6120.0	69566.0	172.0	71.0	920.0
116.0	5060.0	65920.0	174.0	52.0	680.0
145.0	5790.0	67263.0	182.0	89.0	1160.0
153.0	6290.0	67462.0	173.0	135.0	1750.0
174.0	7310.0	68260.0	185.0	75.4	978.0
104.0	4500.0	64596.0	162.0	30.0	390.0
84.0	3820.0	64542.0	179.0	60.0	780.0
57.0	2510.0	62347.0	168.0	17.0	220.0
64.0	3010.0	64723.0	173.0	59.0	770.0
159.0	6830.0	67734.0	179.0	31.0	400.0
155.0	6280.0	67644.0	178.0	62.0	810.0
68.0	3283.0	62619.0	159.0	42.0	546.0
76.0	3690.0	66446.0	176.0	70.0	910.0
126.0	5150.0	64687.0	173.0	25.0	330.0
107.0	4810.0	65793.0	180.0	32.0	420.0
74.0	3300.0	60115.0	108.0	23.0	300.0
122.0	4910.0	63997.0	166.0	44.0	580.0
119.0	4900.0	66283.0	175.0	56.0	730.0
99.0	4360.0	65122.0	172.0	32.0	420.0
150.0	6889.0	69004.0	181.0	111.0	1440.0
81.0	3640.0	66573.0	178.0	36.0	470.0
68.0	2710.0	63109.0	176.0	39.0	510.0
70.0	2960.0	63453.0	168.0	35.0	460.0
92.0	3765.0	62709.0	153.0	26.0	340.0
83.0	3430.0	63889.0	168.0	58.0	750.0
105.0	4440.0	65721.0	161.0	79.0	660.0
103.0	4280.0	64433.0	178.0	21.0	307.0
156.0	6560.0	67970.0	187.0	55.0	720.0
75.0	3230.0	62909.0	136.0	32.0	473.0
98.0	4442.0	64904.0	171.0	40.0	520.0
132.0	5790.0	68043.0	178.0	81.0	1050.0
97.0	4110.0	66791.0	179.0	89.0	1170.0
95.0	4014.0	64777.0	169.0	55.0	720.0
98.0	4040.0	65757.0	183.0	44.8	592.0
51.0	2380.0	62474.0	151.0	11.0	140.0
118.0	5297.0	65467.0	175.0	64.0	830.0
115.0	5160.0	65902.0	183.0	53.0	690.0
120.0	5297.0	65158.0	174.0	103.0	1340.0
60.0	2700.0	62691.0	168.0	31.0	400.0
135.0	6040.0	69222.0	185.0	75.0	970.0
135.0	6149.0	68043.0	186.0	95.0	1240.0
130.0	5180.0	62202.0	141.0	18.0	230.0
109.0	5074.0	67190.0	181.0	91.0	1180.0
179.0	7800.0	70528.0	177.0	73.2	641.0
62.0	2860.0	63217.0	168.0	111.0	1050.0
153.0	6750.0	69004.0	176.0	84.0	1090.0
155.0	6800.0	69494.0	182.0	134.0	1749.0
232.0	10231.0	71961.0	179.0	74.0	960.0
156.0	10820.0	68877.0	133.0	81.0	1050.0
156.0	6372.0	66827.0	177.0	31.0	410.0
88.0	3880.0	64977.0	177.0	48.0	620.0
151.0	6320.0	68514.0	176.0	116.0	1510.0
57.0	2570.0	61694.0	167.0	12.0	160.0
73.0	3070.0	63217.0	176.0	27.0	350.0
131.0	5973.0	67027.0	176.0	63.0	820.0
183.0	7995.0	68659.0	173.0	78.0	1010.0
73.0	3250.0	62855.0	167.0	16.0	220.0
70.0	3007.0	63399.0	168.0	74.0	550.0
73.0	3347.0	63870.0	178.0	51.0	660.0
130.0	5810.0	68478.0	172.0	72.0	940.0
153.0	6354.0	67861.0	184.0	73.0	950.0
224.0	9720.0	70165.0	170.0	99.0	1290.0
144.0	6010.0	66120.0	173.0	53.0	690.0
59.0	2851.0	63036.0	164.0	22.0	290.0
64.0	3070.0	65249.0	178.0	62.0	810.0
42.0	1840.0	60823.0	167.0	15.0	200.0
42.0	2100.0	63290.0	168.0	20.0	260.0
49.0	2410.0	64469.0	178.0	41.0	530.0
138.0	5841.0	66065.0	165.0	49.0	630.0
74.0	3180.0	61730.0	145.0	39.0	510.0
45.0	2260.0	63852.0	163.0	17.0	220.0
90.0	3230.0	59045.0	147.0	3.0	40.0
39.0	1840.0	61567.0	143.0	3.0	40.0
77.0	3550.0	66628.0	178.0	13.0	170.0
145.0	6535.0	70074.0	184.0	113.0	1470.0
63.0	2916.0	63889.0	167.0	45.0	590.0
93.0	4353.0	65920.0	181.0	103.0	1340.0
133.0	5914.0	67879.0	180.0	79.0	1030.0
74.0	3360.0	63979.0	177.0	52.0	680.0
60.0	2800.0	64814.0	177.0	22.0	290.0
132.0	5620.0	65557.0	171.0	42.0	540.0
95.0	4240.0	66283.0	166.0	11.0	140.0
133.0	5570.0	64759.0	164.0	53.0	690.0
114.0	5115.0	65249.0	153.0	53.0	480.0
53.0	2360.0	62619.0	178.0	30.0	390.0
105.0	4830.0	67625.0	177.0	60.0	780.0
35.0	1640.0	61530.0	161.0	39.0	510.0
115.0	5300.0	68061.0	182.0	110.0	1430.0
129.0	6000.0	69439.0	184.0	103.0	1340.0
111.0	4940.0	65844.2	173.0	33.0	430.0
114.0	5202.0	66718.0	157.0	23.0	300.0
79.0	3750.0	66047.0	174.0	45.0	318.0
74.0	3324.0	60750.0	134.0	21.0	270.0
144.0	6070.0	66011.0	175.0	35.0	450.0
242.0	10480.0	70655.0	170.0	77.0	1000.0
256.0	11111.0	72977.0	181.0	101.4	1319.8
177.0	7470.0	68405.0	184.0	58.0	750.0
79.0	3360.0	64306.0	180.0	36.0	470.0
143.0	5800.0	65594.0	162.0	48.0	620.0
181.0	7380.0	68260.0	172.0	56.0	720.0
78.0	3460.0	64923.0	184.0	50.0	650.0
111.0	4830.0	66537.0	184.0	65.0	840.0
133.0	6010.0	66483.0	171.0	64.0	860.0
130.0	5383.0	66156.0	170.0	37.2	484.0
102.0	4000.0	63290.0	157.0	28.0	370.0
140.0	6140.0	68932.0	186.0	130.0	1710.0
97.0	4110.0	65775.0	178.0	71.0	920.0
110.0	4750.0	65612.0	163.0	80.0	1040.0
255.0	11537.0	73448.0	180.0	121.0	1570.0
81.0	3410.0	62818.0	161.0	44.0	570.0
71.0	3217.0	64632.0	178.0	41.0	530.0
33.0	1570.0	63090.0	183.0	41.0	530.0
98.0	4510.0	65938.0	166.0	80.0	1040.0
79.0	3620.0	64161.0	167.0	39.0	510.0
103.0	4190.0	64233.0	168.0	36.0	470.0
139.0	6159.0	66047.0	173.0	61.0	790.0
156.0	7390.0	71653.0	189.0	142.0	1849.0
154.0	6780.0	67480.0	170.0	73.0	950.0
74.0	2920.0	60496.0	137.0	31.6	389.0
39.0	1760.0	59644.0	126.0	19.0	250.0
135.0	6140.0	69349.0	181.0	88.0	1144.0
147.0	6230.0	67752.0	180.0	123.0	1487.8
114.0	4950.0	67480.0	188.0	119.0	1550.0
158.0	6650.0	66809.0	167.0	34.0	440.0
203.0	9000.0	71145.0	176.0	95.0	1240.0
124.0	5640.0	67825.0	180.0	57.0	741.0
102.0	4690.0	67498.0	185.0	40.0	520.0
56.0	2690.0	63725.0	175.0	19.0	250.0
116.0	5200.0	66102.0	171.0	94.0	1220.0
97.0	4230.0	65521.0	182.0	49.0	640.0
81.0	3420.0	61349.0	134.0	41.0	530.0
74.0	3170.0	62691.0	167.0	54.0	710.0
77.0	3550.0	65539.0	182.0	40.0	530.0
154.0	7300.0	70165.0	172.0	89.0	1150.0
180.0	8470.0	71290.0	173.0	67.0	870.0
78.0	3880.0	67789.0	189.0	44.2	575.8
144.0	6363.0	68333.0	185.0	101.0	1310.0
244.0	10680.0	72850.0	186.0	109.0	1419.0
64.0	2670.0	59517.0	134.0	28.0	360.0
76.0	3300.0	63308.0	178.0	43.0	560.0
73.0	3250.0	63199.0	173.0	25.0	320.0
234.0	10245.0	72015.0	176.0	87.0	1130.0
129.0	5330.0	66283.0	181.0	80.0	1040.0
107.0	4690.0	66972.0	184.0	47.0	610.0
131.0	5090.0	65267.0	177.0	72.0	560.0
127.0	5140.0	65721.0	179.0	54.0	700.0
123.0	5624.0	67426.0	174.0	75.0	980.0
116.0	4890.0	65557.0	183.0	24.0	310.0
127.0	5560.0	66573.0	172.0	21.0	270.0
146.0	6390.0	67861.0	185.0	77.0	1000.0
112.0	5230.0	69113.0	185.0	37.0	480.0
132.0	5780.0	67571.0	177.0	87.0	1130.0
118.0	5190.0	68605.0	184.0	84.0	1090.0
91.0	3936.0	64197.0	172.0	36.0	470.0
116.0	5160.0	68460.0	176.0	49.0	640.0
53.0	2530.0	62165.0	167.0	25.0	320.0
81.0	3310.0	60097.0	146.0	30.4	413.4
89.0	4140.0	65576.0	182.0	74.0	960.0
107.0	4950.0	68061.0	174.0	118.0	1534.0
222.0	9510.0	72560.0	173.0	88.0	1140.0
123.0	5240.0	67807.0	180.0	83.0	1080.0
99.0	4490.0	68913.0	181.0	34.0	450.0
94.0	3107.0	65612.0	184.0	47.0	537.4
102.0	4080.0	60986.0	123.0	41.0	530.0
79.0	3530.0	65195.0	182.0	33.0	430.0
106.0	4616.0	65576.0	168.0	47.0	610.0
61.0	2644.0	59081.0	136.0	35.0	452.2
76.0	3391.0	64941.0	177.0	68.0	880.0
125.0	5370.0	68968.0	172.0	53.0	690.0
114.0	4570.0	65267.0	172.0	61.0	790.0
133.0	5710.0	67789.0	184.0	116.0	1510.0
143.0	6540.0	69603.0	171.0	63.0	820.0
113.0	4820.0	64796.0	168.0	48.0	620.0
243.0	10053.0	71761.0	187.0	72.0	940.0
65.0	3250.0	65231.0	153.0	20.0	260.0
103.0	4430.0	64523.0	173.0	59.0	770.0
120.0	5340.0	66011.0	180.0	54.0	700.0
125.0	5380.0	65775.0	177.0	86.0	1120.0
139.0	6310.0	69077.0	178.0	63.0	820.0
40.0	1760.0	54782.0	85.0	9.0	120.0
93.0	4449.0	65195.0	184.0	42.0	550.0
122.0	5420.0	67934.0	173.0	31.0	400.0
145.0	6490.0	66991.0	171.0	45.0	580.0
60.0	2910.0	64868.0	163.0	42.0	550.0
79.0	3830.0	66936.0	172.0	69.0	900.0
72.0	3120.0	63725.0	179.0	64.0	830.0
62.0	3100.0	65412.0	169.0	14.0	180.0
117.0	4880.0	65195.0	176.0	55.2	720.0
107.0	4630.0	64360.0	165.0	29.0	380.0
123.0	5600.0	69712.0	176.0	126.0	1640.0
150.0	6200.0	65285.0	178.0	69.0	900.0
147.0	5840.0	66845.0	175.0	74.0	960.0
94.0	4100.0	64723.0	171.0	54.0	700.0
210.0	9000.0	70546.0	175.0	98.0	1270.0
212.0	9088.0	69585.0	170.0	97.0	1260.0
207.0	9050.0	71489.0	179.0	85.0	1110.0
101.0	4180.0	64959.0	156.0	55.0	720.0
72.0	3050.0	61440.0	155.0	16.0	210.0
55.0	2380.0	63272.0	172.0	31.8	412.2
56.0	2317.0	61676.0	159.0	21.2	303.8
47.0	2530.0	64106.0	180.0	14.0	180.0
72.0	3140.0	64687.0	178.0	39.0	507.0
101.0	4630.0	67281.0	172.0	67.0	870.0
46.0	2300.0	65703.0	182.0	20.2	263.4
104.0	4660.0	67462.0	171.0	41.0	530.0
66.0	2970.0	63199.0	170.0	14.0	180.0
71.0	2910.0	61422.0	158.0	28.0	90.0
53.0	2530.0	62945.0	169.0	32.0	420.0
94.0	4210.0	66410.0	163.0	70.0	910.0
45.0	2120.0	62492.0	164.0	32.0	420.0
64.0	2890.0	63163.0	164.0	33.0	341.2
127.0	4910.0	64832.0	172.0	59.0	770.0
96.0	3960.0	62619.0	146.0	53.0	500.0
38.0	1560.0	60805.0	163.0	56.0	387.0
41.0	1720.0	60750.0	163.0	40.0	520.0
34.0	1590.0	61113.0	162.0	21.0	270.0
116.0	4640.0	65721.0	177.0	28.0	360.0
109.0	4960.0	67498.0	179.0	80.0	1040.0
175.0	7710.0	69458.0	177.0	128.0	1670.0
40.0	1896.0	61422.0	163.0	18.0	230.0
108.0	4712.0	66065.0	181.0	61.4	800.0
65.0	2740.0	61295.0	150.0	28.0	360.0
96.0	4240.0	64814.0	148.0	36.0	470.0
43.0	2160.0	60442.0	155.0	11.0	143.0
39.0	2040.0	62764.0	166.0	36.0	470.0
40.0	1840.0	62673.0	168.0	74.0	960.0
62.0	2750.0	64016.0	165.0	29.0	380.0
80.0	3600.0	65195.0	171.0	37.4	496.8
177.0	7570.0	69022.0	174.0	89.0	1160.0
36.0	1800.0	61567.0	161.0	16.0	210.0
261.0	11619.0	72650.0	162.0	112.0	1460.0
130.0	5710.0	66120.0	177.0	71.0	920.0
43.0	2270.0	64306.0	160.0	38.0	500.0
39.0	2370.0	64161.0	156.0	21.0	270.0
42.0	2240.0	62655.0	162.0	36.0	470.0
90.0	3270.0	55091.0	79.0	27.0	350.0
97.0	3877.0	61476.0	147.0	21.0	280.0
142.0	6122.0	67607.0	177.0	100.0	1299.0
64.0	3070.0	62492.0	171.0	34.0	440.0
88.0	3881.0	63526.0	166.0	28.2	41.0
157.0	7030.0	68569.0	170.0	95.0	1220.0
221.0	9694.0	72251.0	176.0	110.0	1430.0
149.0	6490.0	68133.0	187.0	85.0	1120.0
85.0	4000.0	63707.0	137.0	34.0	440.0
102.0	4520.0	65612.0	182.0	44.0	570.0
90.0	4090.0	65594.0	176.0	103.0	1339.0
131.0	5870.0	67408.0	176.0	65.0	850.0
73.0	3260.0	64814.0	176.0	61.0	800.0
159.0	6950.0	68768.0	183.0	30.0	390.0
125.0	5406.0	67136.0	185.0	92.0	1200.0
139.0	5810.0	67480.0	182.0	42.0	550.0
31.0	1650.0	59444.0	156.0	7.0	90.0
138.0	5620.0	65721.0	170.0	76.0	530.0
163.0	7070.0	67462.0	175.0	33.0	430.0
37.0	2000.0	65684.0	166.0	17.0	220.0
121.0	5170.0	66156.0	166.0	83.0	1080.0
108.0	4300.0	63580.0	169.0	32.0	420.0
116.0	5106.0	65739.0	171.0	65.0	814.0
119.0	5350.0	68641.0	176.0	68.0	880.0
157.0	6550.0	67789.0	180.0	89.0	1160.0
163.0	7064.0	68315.0	183.0	87.0	1138.0
103.0	4390.0	62492.0	158.0	27.0	349.0
133.0	5830.0	66084.0	172.0	58.0	750.0
141.0	6140.0	69040.0	169.0	29.0	380.0
216.0	9780.0	73521.0	172.0	71.0	920.0
227.0	10004.0	71580.0	186.0	85.0	1100.0
204.0	8440.0	70165.0	182.0	129.0	1670.0
116.0	5080.0	66501.0	158.0	41.0	530.0
